,Lokacja,Cena,Cena za m2,M2,Pokoje,Pietro,Currency,Miasto,Dzielnica,Wspolrzedne,Szerokosc,Dlugosc
1009,"Sopot Kamienny Potok, Mazowiecka",930000,13162,70.66,4,3,PLN,Sopot,Kamienny Potok,"Mazowiecka, Kamienny Potok, Sopot, województwo pomorskie, 81-816, Polska",54.4579445,18.5511831
1010,"Gdańsk Morena, Królewskie Wzgórze",1190000,14266,83.41,2,3,PLN,Gdańsk,Morena,,,
1011,"Gdynia Mały Kack, Parkowa",549000,15250,36.0,2,1,PLN,Gdynia,Mały Kack,"Parkowa, Kolonia Wielki Kack, Mały Kack, Gdynia, województwo pomorskie, Polska",54.472260950000006,18.516295530675727
1012,"Gdańsk Łostowice, Niepołomicka",399000,11735,34.0,2,2,PLN,Gdańsk,Łostowice,"Niepołomicka, Łostowice, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-480, Polska",54.3143954,18.5946641
1013,"Gdańsk Oliwa, Polanki",900000,16071,56.0,3,3,PLN,Gdańsk,Oliwa,"Polanki, Dwór I, Oliwa, Gdańsk, województwo pomorskie, 80-310, Polska",54.4080423,18.559297
1014,"Gdańsk Wrzeszcz, Jaśkowa Dolina",1190000,13266,89.7,2,1,PLN,Gdańsk,Wrzeszcz,"Jaśkowa Dolina, Wrzeszcz Górny, Gdańsk, województwo pomorskie, 80-249, Polska",54.3762024,18.6071687
1015,"Gdynia Witomino, Stawna 1",419000,11324,37.0,1,2,PLN,Gdynia,Witomino,"1, Stawna, Witomino-Leśniczówka, Witomino, Gdynia, województwo pomorskie, 81-611, Polska",54.495833000000005,18.509481888457714
1016,"Gdańsk VII Dwór, Józefa Chełmońskiego",374000,14960,25.0,3,2,PLN,Gdańsk,VII Dwór,"Józefa Chełmońskiego, Osiedla Młodych im. Janka Krasickiego, VII Dwór, Gdańsk, województwo pomorskie, 80-303, Polska",54.3883084,18.571755
1017,"Gdynia Dąbrowa, Waniliowa",569000,8808,64.6,2,4,PLN,Gdynia,Dąbrowa,"Waniliowa, Dąbrówka, Dąbrowa, Gdynia, województwo pomorskie, 81-591, Polska",54.4674629,18.4638651
1018,"Gdańsk Śródmieście, Popiełuszki",905000,20502,44.14,2,2,PLN,Gdańsk,Śródmieście,"Księdza Jerzego Popiełuszki, Grodzisko, Śródmieście, Gdańsk, województwo pomorskie, 80-201, Polska",54.3615786,18.6430109
1019,"Gdynia Oksywie, Inż. J. Śmidowicza",259000,8094,32.0,2,0,PLN,Gdynia,Oksywie,,,
1020,"Gdańsk Wrzeszcz, Ludwika Waryńskiego",449000,11445,39.23,3,8,PLN,Gdańsk,Wrzeszcz,"Ludwika Waryńskiego, Wrzeszcz Górny, Gdańsk, województwo pomorskie, 80-242, Polska",54.378644,18.6118977
1021,Gdynia Śródmieście,580000,10000,58.0,2,4,PLN,Gdynia,Śródmieście,"Śródmieście, Gdynia, województwo pomorskie, Polska",54.5197073,18.5391734
1022,Gdańsk Śródmieście,560000,14736,38.0,2,2,PLN,Gdańsk,Śródmieście,"Gdańsk Śródmieście, Nowe Podwale Grodzkie, Zaroślak, Śródmieście, Gdańsk, województwo pomorskie, 80-819, Polska",54.3468793,18.6443526
1023,"Gdańsk Morenaq, Lema 10",510000,15000,34.0,3,3,PLN,Gdańsk,Morena,,,
1024,"Gdańsk Wrzeszcz, Jaśkowa Dolina",990000,11578,85.5,2,2,PLN,Gdańsk,Wrzeszcz,"Jaśkowa Dolina, Wrzeszcz Górny, Gdańsk, województwo pomorskie, 80-249, Polska",54.3762024,18.6071687
1025,"Gdańsk Brzeźno, Ksawerego Dunikowskiego",585000,12717,46.0,3,1,PLN,Gdańsk,Brzeźno,"Ksawerego Dunikowskiego, Brzeźno, Gdańsk, województwo pomorskie, 80-515, Polska",54.404967,18.6431622
1026,"Gdańsk Oliwa, Polanki",549000,8489,64.67,2,8,PLN,Gdańsk,Oliwa,"Polanki, Dwór I, Oliwa, Gdańsk, województwo pomorskie, 80-310, Polska",54.4080423,18.559297
1027,"Gdańsk Brzeźno, Gdańska",799900,14107,56.7,4,2,PLN,Gdańsk,Brzeźno,"Gdańska, Brzeźno, Gdańsk, województwo pomorskie, Polska",54.401323500000004,18.633564406011097
1029,"Gdańsk Biskupia Górka, Zaroślak",1155000,11155,103.54,3,3,PLN,Gdańsk,,,,
1030,"Gdańsk Ujeścisko, Cedrowa 41",740000,10190,72.62,3,1,PLN,Gdańsk,Ujeścisko,"41, Cedrowa, Ujeścisko, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-126, Polska",54.3372267,18.5877734
1031,"Gdańsk Zaspa, Startowa",630000,10327,61.0,1,1,PLN,Gdańsk,Zaspa,"Startowa, Młyniec, Zaspa-Młyniec, Gdańsk, województwo pomorskie, 80-461, Polska",54.3975453,18.5955881
1032,Gdańsk,153860,5698,27.0,3,2,PLN,Gdańsk,,"Gdańsk, województwo pomorskie, Polska",54.3706858,18.61298210330077
1033,"Gdynia Obłuże, Płk. Stanisława Dąbka",350000,6603,53.0,1,2,PLN,Gdynia,Obłuże,"Pułkownika Stanisława Dąbka, Stare Obłuże, Obłuże, Gdynia, województwo pomorskie, 81-157, Polska",54.5613039,18.5097215
1034,"Gdańsk Kowale, Apollina",349000,10334,33.77,2,6,PLN,Gdańsk,Kowale,"Apollina, Osiedle Olimp (Kowale), Kowale, gmina Kolbudy, powiat gdański, województwo pomorskie, 80-180, Polska",54.3064234,18.5690129
1035,"Gdynia Działki Leśne, Warszawska",375000,14940,25.1,5,2,PLN,Gdynia,Działki Leśne,"Warszawska, Działki Leśne, Gdynia, województwo pomorskie, 81-324, Polska",54.521185,18.5267091
1036,"Sopot Dolny Sopot, Bohaterów Monte Cassino",2600000,20634,126.0,2,0,PLN,Sopot,Dolny Sopot,"Bohaterów Monte Cassino, Sopot Dolny, Sopot, województwo pomorskie, Polska",54.4431438,18.561881219506724
1037,"Sopot Górny Sopot, 23 Marca",495000,13026,38.0,3,1,PLN,Sopot,Górny Sopot,,,
1038,"Gdynia Chwarzno, Czesława Niemena",1099000,13890,79.12,4,1,PLN,Gdynia,Chwarzno,"Czesława Niemena, Fort Forest, Chwarzno-Wiczlino, Gdynia, województwo pomorskie, 81-603, Polska",54.5008511,18.4367993
1039,"Gdańsk Karczemki, Irysowa",984500,9690,101.59,3,4,PLN,Gdańsk,Karczemki,"Irysowa, Karczemki, Kokoszki, Gdańsk, województwo pomorskie, 80-178, Polska",54.3537525,18.5109767
1040,"Gdańsk Wrzeszcz, Partyzantów",1070000,16563,64.6,3,2,PLN,Gdańsk,Wrzeszcz,"Partyzantów, Wrzeszcz Górny, Gdańsk, województwo pomorskie, 80-249, Polska",54.3766522,18.6075306
1041,"Gdańsk Morena, Janusza Kusocińskiego",599000,9599,62.4,2,3,PLN,Gdańsk,Morena,,,
1042,"Gdańsk Niedźwiednik, Trawki",549000,10238,53.62,1,4,PLN,Gdańsk,Niedźwiednik,,,
1043,"Gdańsk Przymorze, Prezydenta Lecha Kaczyńskiego",389000,14407,27.0,3,4,PLN,Gdańsk,Przymorze,"Prezydenta Lecha Kaczyńskiego, Czerwony Dwór, Przymorze Wielkie, Gdańsk, województwo pomorskie, 80-367, Polska",54.4141882,18.598898
1044,"Gdańsk Orunia, Diamentowa",545000,10480,52.0,2,0,PLN,Gdańsk,Orunia,"Diamentowa, Ptaszniki, Orunia - Święty Wojciech - Lipce, Gdańsk, województwo pomorskie, 80-028, Polska",54.3268235,18.630472
1045,"Gdańsk Jasień, Tadeusza Jasińskiego",590000,11104,53.13,3,4,PLN,Gdańsk,Jasień,"Tadeusza Jasińskiego, Karczemki Nynkowskie, Jasień, Gdańsk, województwo pomorskie, 80-177, Polska",54.338969,18.5396705
1046,"Gdańsk Brzeźno, Łozy 5",769000,12816,60.0,2,0,PLN,Gdańsk,Brzeźno,"5, Łozy, Brzeźno, Gdańsk, województwo pomorskie, 80-516, Polska",54.4039099,18.63700293481878
1047,"Gdynia Wzgórze św. Maksymiliana, Świętojańska 139",495000,11123,44.5,4,3,PLN,Gdynia,,"Beauty Derm Instytut Medical Day SPA, 139, Świętojańska, Wzgórze Świętego Maksymiliana, Gdynia, województwo pomorskie, 81-392, Polska",54.5065361,18.5370254
1048,"Gdańsk Morena, Królewskie Wzgórze",1190000,14266,83.41,3,6,PLN,Gdańsk,Morena,,,
1049,"Gdańsk Morena, Prof. Stefana Hausbrandta",759000,14537,52.21,3,5,PLN,Gdańsk,Morena,"Profesora Stefana Hausbrandta, Słoneczna Morena, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-130, Polska",54.3487874,18.5881784
1050,"Gdańsk Suchanino, Paderewskiego",520000,9265,56.12,3,3,PLN,Gdańsk,Suchanino,"Ignacego Paderewskiego, Suchanino, Gdańsk, województwo pomorskie, 80-137, Polska",54.3526634,18.6090133
1051,"Gdańsk Morena, Królewskie Wzgórze",980000,12364,79.26,2,2,PLN,Gdańsk,Morena,,,
1052,"Gdańsk Jasień, Kazimierza Leskiego 34",480000,10909,44.0,2,1,PLN,Gdańsk,Jasień,"34, Kazimierza Leskiego, Osiedle Jabłoniowa, Jasień, Gdańsk, województwo pomorskie, 80-180, Polska",54.32431175,18.561376802562137
1053,"Gdańsk Łostowice, Niepołomnicka 70",439000,11991,36.61,2,1,PLN,Gdańsk,Łostowice,,,
1054,Gdańsk Zakoniczyn,435000,9477,45.9,2,8,PLN,Gdańsk,Zakoniczyn,"Zakoniczyn, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-180, Polska",54.3210054,18.5781918
1055,"Gdańsk Przymorze, Rzeczypospolitej 4D",799000,17755,45.0,1,2,PLN,Gdańsk,Przymorze,"Żabka, 4D, Aleja Rzeczypospolitej, Przymorze Wielkie, Gdańsk, województwo pomorskie, 80-369, Polska",54.4017239,18.5912881
1056,"Gdańsk Brzeźno, Dworska 22",375000,14367,26.1,3,4,PLN,Gdańsk,Brzeźno,"22, Dworska, Brzeźno, Gdańsk, województwo pomorskie, 80-506, Polska",54.40579095,18.6285832
1057,"Gdynia Obłuże, Sucharskiego",380000,6333,60.0,3,4,PLN,Gdynia,Obłuże,"majora Henryka Sucharskiego, Obłuże Leśne, Obłuże, Gdynia, województwo pomorskie, 81-157, Polska",54.5575734,18.5063659
1058,"Gdynia Śródmieście, Węglowa",1480000,19957,74.16,3,3,PLN,Gdynia,Śródmieście,"Węglowa, Śródmieście, Gdynia, województwo pomorskie, 81-347, Polska",54.5268087,18.5440399
1059,"Gdańsk Łostowice , Hokejowa",720000,9230,78.0,3,2,PLN,Gdańsk,Łostowice,"Hokejowa, Wielkopolska, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-480, Polska",54.31051,18.5888248
1060,"Gdynia Redłowo, Powstania Wielkopolskiego",655000,12358,53.0,2,1,PLN,Gdynia,Redłowo,"Powstania Wielkopolskiego, Redłowo, Gdynia, województwo pomorskie, 81-466, Polska",54.4939715,18.5482429
1061,"Gdynia Wiczlino, Gen. Mariusza Zaruskiego",519000,12597,41.2,3,0,PLN,Gdynia,Wiczlino,"Generała Mariusza Zaruskiego, Sokółka, Chwarzno-Wiczlino, Gdynia, województwo pomorskie, 81-577, Polska",54.4939336,18.4306437
1062,"Gdańsk Ujeścisko, Mariana Kołodzieja",660000,11340,58.2,2,3,PLN,Gdańsk,Ujeścisko,"Mariana Kołodzieja, Słoneczne Wzgórza, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-158, Polska",54.3335069,18.5857229
1063,"Gdańsk Strzyża, Bernarda Chrzanowskiego",890000,13303,66.9,3,1,PLN,Gdańsk,Strzyża,"Bernarda Chrzanowskiego, Strzyża Górna, Strzyża, Gdańsk, województwo pomorskie, 80-302, Polska",54.3890218,18.5768253
1064,"Gdańsk Jelitkowo, Bursztynowa",3199000,38917,82.2,4,2,PLN,Gdańsk,Jelitkowo,"Bursztynowa, Żabianka-Wejhera-Jelitkowo-Tysiąclecia, Gdańsk, województwo pomorskie, Polska",54.42444385,18.590913582271952
1065,"Sopot Dolny Sopot, Władysława Iv",3000000,26127,114.82,2,1,PLN,Sopot,Dolny Sopot,"Generała Władysława Sikorskiego, Sopot Dolny, Sopot, województwo pomorskie, 81-868, Polska",54.4415462,18.5599806
1066,"Gdańsk Śródmieście, Siennicka",419000,11055,37.9,2,1,PLN,Gdańsk,Śródmieście,"Siennicka, Knipawa Rudno, Śródmieście, Gdańsk, województwo pomorskie, 80-728, Polska",54.3483443,18.6698787
1067,"Gdańsk Jasień, Potęgowska",399000,10363,38.5,2,9,PLN,Gdańsk,Jasień,"Potęgowska, Szadółki, Jasień, Gdańsk, województwo pomorskie, 80-175, Polska",54.3316163,18.5487117
1068,"Gdynia Śródmieście, 3 Maja",469000,12342,38.0,2,4,PLN,Gdynia,Śródmieście,"3 Maja, Śródmieście, Gdynia, województwo pomorskie, 81-365, Polska",54.5181948,18.5356592
1069,"Gdańsk Zaspa, Kombatantów",479000,12035,39.8,3,0,PLN,Gdańsk,Zaspa,"Kombatantów, Zaspa-Rozstaje, Gdańsk, województwo pomorskie, 80-464, Polska",54.3949615,18.6108604
1070,"Gdynia Redłowo, Miłosza",589000,12531,47.0,3,5,PLN,Gdynia,Redłowo,"Czesława Miłosza, Redłowo, Gdynia, województwo pomorskie, 81-472, Polska",54.4937534,18.5473239
1071,"Gdynia Redłowo, Legionów",1050000,15853,66.23,3,0,PLN,Gdynia,Redłowo,"Legionów, Redłowo, Gdynia, województwo pomorskie, 81-472, Polska",54.4911699,18.5434649
1072,"Gdańsk Kowale, Zeusa",475000,9500,50.0,5,2,PLN,Gdańsk,Kowale,"Zeusa, Osiedle Olimp (Kowale), Kowale, gmina Kolbudy, powiat gdański, województwo pomorskie, 80-180, Polska",54.3043859,18.5685833
1073,"Gdańsk Morena, Myśliwska",1149000,9447,121.62,3,9,PLN,Gdańsk,Morena,,,
1074,"Gdańsk Młode Miasto, Wałowa",1000000,16667,60.0,3,1,PLN,Gdańsk,Młode miasto,"Wałowa, Osiek, Śródmieście, Gdańsk, województwo pomorskie, 80-860, Polska",54.3588463,18.6536521
1075,"Gdańsk Wrzeszcz, Sebastiana Klonowicza",520000,14054,37.0,3,0,PLN,Gdańsk,Wrzeszcz,"Sebastiana Klonowicza, Kolonia Uroda, Wrzeszcz Dolny, Gdańsk, województwo pomorskie, 80-405, Polska",54.3846304,18.6263752
1076,"Gdańsk Zakoniczyn, Guderskiego",579000,10413,55.6,2,1,PLN,Gdańsk,Zakoniczyn,"Konrada Guderskiego, Zakoniczyn, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-180, Polska",54.318336,18.5676373
1077,"Gdańsk Oliwa, Grunwaldzka",599000,13875,43.17,3,3,PLN,Gdańsk,Oliwa,"Uniwersytet Gdański, Aleja Grunwaldzka, Olivia Business Centre, Oliwa, Gdańsk, województwo pomorskie, 80-309, Polska",54.396404950000004,18.57400997579134
1078,"Gdańsk Strzyża, Fryderyka Chopina",525000,10096,52.0,2,1,PLN,Gdańsk,Strzyża,"Fryderyka Chopina, Strzyża Górna, Strzyża, Gdańsk, województwo pomorskie, 80-289, Polska",54.3852072,18.5790165
1079,"Gdańsk Orunia, Rubinowa 5",349000,8309,42.0,2,1,PLN,Gdańsk,Orunia,"5, Rubinowa, Ptaszniki, Orunia - Święty Wojciech - Lipce, Gdańsk, województwo pomorskie, 80-033, Polska",54.3257383,18.630031542206712
1080,"Gdańsk Orunia, Rubinowa 5",349000,8309,42.0,3,0,PLN,Gdańsk,Orunia,"5, Rubinowa, Ptaszniki, Orunia - Święty Wojciech - Lipce, Gdańsk, województwo pomorskie, 80-033, Polska",54.3257383,18.630031542206712
1081,"Gdańsk Zakoniczyn, Konrada Guderskiego",579000,10321,56.1,1,0,PLN,Gdańsk,Zakoniczyn,"Konrada Guderskiego, Zakoniczyn, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-180, Polska",54.318336,18.5676373
1082,"Gdańsk Śródmieście, Rybaki Górne 7",405000,16167,25.05,1,8,PLN,Gdańsk,Śródmieście,"7, Rybaki Górne, Osiek, Śródmieście, Gdańsk, województwo pomorskie, 80-861, Polska",54.357710600000004,18.65438966490253
1083,"Gdańsk Chełm, Witosa",345000,9971,34.6,2,4,PLN,Gdańsk,Chełm,"Wincentego Witosa, Chełm G, Chełm, Gdańsk, województwo pomorskie, 80-119, Polska",54.3384804,18.6059547
1084,"Gdynia Chylonia, Wejherowska",360000,8194,43.93,2,7,PLN,Gdynia,Chylonia,"Wejherowska, Osiedle Meksyk, Chylonia, Gdynia, województwo pomorskie, 81-052, Polska",54.5415929,18.4716354
1085,"Gdańsk Żabianka, Pomorska",429000,11289,38.0,3,3,PLN,Gdańsk,Żabianka,"Pomorska, Żabianka, Żabianka-Wejhera-Jelitkowo-Tysiąclecia, Gdańsk, województwo pomorskie, 80-345, Polska",54.4179618,18.5777267
1086,"Gdańsk Jasień, Stężycka",529000,8177,64.69,1,3,PLN,Gdańsk,Jasień,"Stężycka, Jasień, Gdańsk, województwo pomorskie, 80-177, Polska",54.3351778,18.5369855
1087,"Gdańsk Wrzeszcz, Gen. Józefa Hallera",640000,18702,34.22,2,1,PLN,Gdańsk,Wrzeszcz,,,
1088,"Sopot Kamienny Potok, Mazowiecka",685000,14211,48.2,2,4,PLN,Sopot,Kamienny Potok,"Mazowiecka, Kamienny Potok, Sopot, województwo pomorskie, 81-816, Polska",54.4579445,18.5511831
1089,Gdańsk Przymorze,439000,10209,43.0,1,0,PLN,Gdańsk,Przymorze,"Przymorze Małe, Gdańsk, województwo pomorskie, Polska",54.4091767,18.5832127
1090,"Gdańsk Żabianka, Tysiąclecia",410000,18636,22.0,2,3,PLN,Gdańsk,Żabianka,"Tysiąclecia, Żabianka-Wejhera-Jelitkowo-Tysiąclecia, Gdańsk, województwo pomorskie, 80-351, Polska",54.4176938,18.5899494
1091,"Gdańsk Morena, Romana Wyrobka",490000,9879,49.6,4,3,PLN,Gdańsk,Morena,,,
1092,"Gdańsk Siedlce, Gen. Józefa Sowińskiego",1350000,13106,103.0,3,1,PLN,Gdańsk,Siedlce,"Generała Józefa Sowińskiego, Kolonia Spójnia, Siedlce, Gdańsk, województwo pomorskie, 80-143, Polska",54.350042,18.6290281
1093,"Gdańsk Przymorze, Lęborska",899999,15149,59.41,3,2,PLN,Gdańsk,Przymorze,"Lęborska, Mała Warszawa, Przymorze Małe, Gdańsk, województwo pomorskie, 80-386, Polska",54.4043074,18.576655
1094,"Gdańsk Przymorze, Lęborska",999999,14691,68.07,1,1,PLN,Gdańsk,Przymorze,"Lęborska, Mała Warszawa, Przymorze Małe, Gdańsk, województwo pomorskie, 80-386, Polska",54.4043074,18.576655
1095,"Gdynia Dąbrowa, Gorczycowa",289000,12788,22.6,2,10,PLN,Gdynia,Dąbrowa,"Gorczycowa, Dąbrówka, Dąbrowa, Gdynia, województwo pomorskie, 81-589, Polska",54.4707716,18.4619517
1096,"Gdańsk Żabianka, Jakuba Wejhera",575000,14058,40.9,2,3,PLN,Gdańsk,Żabianka,"Jakuba Wejhera, Wejhera, Żabianka-Wejhera-Jelitkowo-Tysiąclecia, Gdańsk, województwo pomorskie, 80-344, Polska",54.4208948,18.5826737
1097,"Gdańsk Brzeźno, Władysława Broniewskiego",520000,13000,40.0,2,4,PLN,Gdańsk,Brzeźno,"Władysława Broniewskiego, Brzeźno, Gdańsk, województwo pomorskie, 80-526, Polska",54.4044758,18.6369503
1098,"Gdańsk Zakoniczyn, Kazimierza Porębskiego",459000,9786,46.9,2,1,PLN,Gdańsk,Zakoniczyn,"Kazimierza Porębskiego, Zakoniczyn, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-180, Polska",54.3189392,18.5833767
1099,"Sopot Wyścigi / Karlikowo, Niepodległości",950000,14615,65.0,2,4,PLN,Sopot,Wyścigi / Karlikowo,,,
1100,"Gdańsk Stogi, Hoża",399000,11400,35.0,2,3,PLN,Gdańsk,Stogi,"Hoża, Stogi, Gdańsk, województwo pomorskie, 80-628, Polska",54.3600113,18.7126565
1101,"Gdańsk Przymorze, Obrońców Wybrzeża",420000,9130,46.0,2,3,PLN,Gdańsk,Przymorze,"Obrońców Wybrzeża, Przymorze Wielkie, Gdańsk, województwo pomorskie, 80-375, Polska",54.4087838,18.5891854
1102,"Gdańsk Stogi, Hoża 6",363000,8581,42.3,4,3,PLN,Gdańsk,Stogi,"6C, Hoża, Stogi, Gdańsk, województwo pomorskie, 80-628, Polska",54.359807849999996,18.711072350000002
1103,"Gdynia Mały Kack, Strzelców",1800000,15517,116.0,3,1,PLN,Gdynia,Mały Kack,"Strzelców, Kolonia Wielki Kack, Mały Kack, Gdynia, województwo pomorskie, 81-586, Polska",54.4736509,18.5070401
1104,"Gdańsk Św. Wojciech, Kazimierza Wielkiego",535000,10147,52.72,3,2,PLN,Gdańsk,,,,
1105,"Gdańsk Osowa, Homera",610000,9924,61.47,2,1,PLN,Gdańsk,Osowa,"Homera, Owczarnia, Osowa, Gdańsk, województwo pomorskie, 81-598, Polska",54.4187891,18.4844695
1106,"Gdańsk Łostowice, Niepołomicka",525000,12946,40.55,3,1,PLN,Gdańsk,Łostowice,"Niepołomicka, Łostowice, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-480, Polska",54.3143954,18.5946641
1107,"Gdańsk Orunia Górna, Kurierów Armii Krajowej",690000,12084,57.1,2,0,PLN,Gdańsk,Orunia Górna,"Kurierów Armii Krajowej, Orunia Górna, Orunia Górna - Gdańsk Południe, Gdańsk, województwo pomorskie, 80-041, Polska",54.3234344,18.610259
1108,"Gdańsk Śródmieście, Sukiennicza",899000,17288,52.0,3,0,PLN,Gdańsk,Śródmieście,"Sukiennicza, Zamczysko, Śródmieście, Gdańsk, województwo pomorskie, 80-839, Polska",54.3547158,18.6580958
1109,"Gdańsk Dolne Miasto, Śluza",729000,14294,51.0,3,0,PLN,Gdańsk,Dolne miasto,"Śluza, Dolne Miasto, Śródmieście, Gdańsk, województwo pomorskie, 80-770, Polska",54.3412841,18.6579963
1110,"Gdynia Pogórze, Ppłk. Ignacego Szpunara",489000,8150,60.0,3,4,PLN,Gdynia,Pogórze,"podpułkownika Ignacego Szpunara, Pogórze Górne, Pogórze, Gdynia, województwo pomorskie, 81-149, Polska",54.561077,18.482209
1111,"Gdynia Grabówek, Morska",393000,7145,55.0,3,3,PLN,Gdynia,Grabówek,"Morska, Grabówek, Gdynia, województwo pomorskie, 81-225, Polska",54.5285411,18.5057323
1112,"Gdańsk Łostowice, Hokejowa",699000,10877,64.26,2,0,PLN,Gdańsk,Łostowice,"Hokejowa, Wielkopolska, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-480, Polska",54.31051,18.5888248
1113,"Gdańsk Nowy Port, Bliska",399000,9731,41.0,3,0,PLN,Gdańsk,Nowy Port,"Bliska, Nowy Port, Gdańsk, województwo pomorskie, 80-541, Polska",54.4013362,18.6659846
1114,"Gdynia Witomino, Chwarznieńska",489000,8890,55.0,2,2,PLN,Gdynia,Witomino,"Chwarznieńska, Witomino-Leśniczówka, Witomino, Gdynia, województwo pomorskie, 81-613, Polska",54.4985965,18.5074947
1115,"Gdańsk Strzyża, Michała Glinki",599000,12076,49.6,3,1,PLN,Gdańsk,Strzyża,"Michała Glinki, Strzyża Górna, Strzyża, Gdańsk, województwo pomorskie, 80-271, Polska",54.3867064,18.5802397
1116,"Gdańsk Oliwa, Żubrowa",627000,11988,52.3,3,2,PLN,Gdańsk,Oliwa,"Żubrowa, Ludolfina, Oliwa, Gdańsk, województwo pomorskie, 80-336, Polska",54.4175226,18.5590728
1117,"Gdynia Redłowo, Powstania Wielkopolskiego",655000,12358,53.0,2,2,PLN,Gdynia,Redłowo,"Powstania Wielkopolskiego, Redłowo, Gdynia, województwo pomorskie, 81-466, Polska",54.4939715,18.5482429
1118,"Gdańsk Wrzeszcz, Sochaczewska",465000,10520,44.2,2,3,PLN,Gdańsk,Wrzeszcz,"Sochaczewska, Nowe Szkoty, Wrzeszcz Dolny, Gdańsk, województwo pomorskie, 80-407, Polska",54.383418,18.6241828
1119,"Gdańsk Zakoniczyn, Konrada Guderskiego",439000,9606,45.7,3,0,PLN,Gdańsk,Zakoniczyn,"Konrada Guderskiego, Zakoniczyn, Ujeścisko - Łostowice, Gdańsk, województwo pomorskie, 80-180, Polska",54.318336,18.5676373
1120,"Gdynia Karwiny, Buraczana",530000,8923,59.4,2,0,PLN,Gdynia,Karwiny,"Buraczana, Karwiny I, Karwiny, Gdynia, województwo pomorskie, 81-587, Polska",54.4698104,18.5070831
1121,"Gdynia Oksywie, Nasypowa",450000,11842,38.0,3,3,PLN,Gdynia,Oksywie,"Nasypowa (NŻ), Inżyniera Jana Śmidowicza, Kępa Oksywska, Oksywie, Gdynia, województwo pomorskie, 81-127, Polska",54.545692450000004,18.522105049999993
1122,"Gdynia Wiczlino, Stanisława Filipkowskiego",770000,10355,74.36,2,0,PLN,Gdynia,Wiczlino,"Stanisława Filipkowskiego, Wiczlino - Ogród, Chwarzno-Wiczlino, Gdynia, województwo pomorskie, 81-577, Polska",54.4866168,18.4280547
1123,"Gdynia Wiczlino, Filipkowskiego",549950,10999,50.0,5,4,PLN,Gdynia,Wiczlino,"Filipkowskiego, Wiczlińska, Wiczlino, Chwarzno-Wiczlino, Gdynia, województwo pomorskie, 81-577, Polska",54.487088650000004,18.429896251779187
1124,"Gdynia Pogórze, Kmdr. Bolesława Romanowskiego",739000,6327,116.8,4,3,PLN,Gdynia,Pogórze,,,
1125,"Gdańsk Długie Ogrody, Angielska Grobla",1550000,18623,83.23,2,1,PLN,Gdańsk,Długie ogrody,"Angielska Grobla, Ołowianka, Śródmieście, Gdańsk, województwo pomorskie, 80-755, Polska",54.3505768,18.6615653
1126,"Gdynia Chylonia, Gniewska",449000,10298,43.6,3,0,PLN,Gdynia,Chylonia,"Gniewska, Osiedle Meksyk, Chylonia, Gdynia, województwo pomorskie, 81-047, Polska",54.5422938,18.4620586
1127,"Gdańsk Wrzeszcz, Tadeusza Kościuszki",560000,9739,57.5,3,0,PLN,Gdańsk,Wrzeszcz,"Tadeusza Kościuszki, Kuźniczki, Wrzeszcz Dolny, Gdańsk, województwo pomorskie, 80-444, Polska",54.3873711,18.6109253
1128,"Gdańsk Stogi, Hoża",426000,12529,34.0,1,3,PLN,Gdańsk,Stogi,"Hoża, Stogi, Gdańsk, województwo pomorskie, 80-628, Polska",54.3600113,18.7126565
1129,"Gdańsk Stogi, Skiby",349999,12280,28.5,3,0,PLN,Gdańsk,Stogi,"Skiby, Stogi, Gdańsk, województwo pomorskie, 80-663, Polska",54.364182,18.7060336
1130,"Gdańsk Długie Ogrody, Sienna Grobla",999000,16165,61.8,3,4,PLN,Gdańsk,Długie ogrody,"GDAŃSK, Bursztynowa Promenada Gwiazd, Ołowianka, Śródmieście, Gdańsk, województwo pomorskie, 80-751, Polska",54.3529391,18.6599081
